Object	Object type	Relation source	Relation source type	Relation target	Relation target type
tubulin, beta 4 [Homo sapiens] interacts with eukaryotic translation elongation factor 1 gamma [Homo sapiens]	Helper_PPI (Two-hybrid)	tubulin, beta 4 [Homo sapiens]	Protein	eukaryotic translation elongation factor 1 gamma [Homo sapiens]	Protein
insulin-like growth factor binding protein 5 [Homo sapiens] interacts with HLA-B associated transcript-3 isoform a [Homo sapiens]	Helper_PPI (Two-hybrid)	insulin-like growth factor binding protein 5 [Homo sapiens]	Protein	HLA-B associated transcript-3 isoform a [Homo sapiens]	Protein
desmoplakin isoform II [Homo sapiens] interacts with platelet/endothelial cell adhesion molecule (CD31 antigen) [Homo sapiens]	Helper_PPI (good experimental evidence)	desmoplakin isoform II [Homo sapiens]	Protein	platelet/endothelial cell adhesion molecule (CD31 antigen) [Homo sapiens]	Protein
protein phosphatase 1, catalytic subunit, alpha isoform 3 [Homo sapiens] interacts with retinoblastoma 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein phosphatase 1, catalytic subunit, alpha isoform 3 [Homo sapiens]	Protein	retinoblastoma 1 [Homo sapiens]	Protein
HLA-B associated transcript-3 isoform a [Homo sapiens] interacts with B-cell lymphoma 6 protein [Homo sapiens]	Helper_PPI (Two-hybrid)	HLA-B associated transcript-3 isoform a [Homo sapiens]	Protein	B-cell lymphoma 6 protein [Homo sapiens]	Protein
bone morphogenetic protein 2 preproprotein [Homo sapiens] interacts with activin A type I receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	bone morphogenetic protein 2 preproprotein [Homo sapiens]	Protein	activin A type I receptor precursor [Homo sapiens]	Protein
nuclear factor kappa-B, subunit 1 [Homo sapiens] interacts with transforming growth factor, beta 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein	transforming growth factor, beta 1 [Homo sapiens]	Protein
phospholipase D1, phophatidylcholine-specific [Homo sapiens] interacts with protein kinase N1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	phospholipase D1, phophatidylcholine-specific [Homo sapiens]	Protein	protein kinase N1 isoform 2 [Homo sapiens]	Protein
integrin alpha-V precursor [Homo sapiens] interacts with purinergic receptor P2Y2 [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin alpha-V precursor [Homo sapiens]	Protein	purinergic receptor P2Y2 [Homo sapiens]	Protein
plasminogen activator inhibitor-1 [Homo sapiens] interacts with urokinase plasminogen activator preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	plasminogen activator inhibitor-1 [Homo sapiens]	Protein	urokinase plasminogen activator preproprotein [Homo sapiens]	Protein
eukaryotic translation elongation factor 1 gamma [Homo sapiens] interacts with SMT3 suppressor of mif two 3 homolog 2 isoform b precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	eukaryotic translation elongation factor 1 gamma [Homo sapiens]	Protein	SMT3 suppressor of mif two 3 homolog 2 isoform b precursor [Homo sapiens]	Protein
nuclear factor kappa-B, subunit 1 [Homo sapiens] interacts with CREB binding protein [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein	CREB binding protein [Homo sapiens]	Protein
coatomer protein complex, subunit beta 1 [Homo sapiens] interacts with tripartite motif-containing 37 protein [Homo sapiens]	Helper_PPI (Two-hybrid)	coatomer protein complex, subunit beta 1 [Homo sapiens]	Protein	tripartite motif-containing 37 protein [Homo sapiens]	Protein
CD36 antigen [Homo sapiens] interacts with proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Helper_PPI (good experimental evidence)	CD36 antigen [Homo sapiens]	Protein	proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Protein
mucolipin 1 [Homo sapiens] interacts with solute carrier family 35, member E1 [Homo sapiens]	Helper_PPI (Two-hybrid)	mucolipin 1 [Homo sapiens]	Protein	solute carrier family 35, member E1 [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens] interacts with proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens]	Protein	proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Protein
MAD, mothers against decapentaplegic homolog 4 [Homo sapiens] interacts with mitogen-activated protein kinase 13 [Homo sapiens]	Helper_PPI (good experimental evidence)	MAD, mothers against decapentaplegic homolog 4 [Homo sapiens]	Protein	mitogen-activated protein kinase 13 [Homo sapiens]	Protein
fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) [Homo sapiens] interacts with protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Helper_PPI (good experimental evidence)	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) [Homo sapiens]	Protein	protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Protein
resistance to inhibitors of cholinesterase 8 homolog A [Homo sapiens] interacts with ubiquilin 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	resistance to inhibitors of cholinesterase 8 homolog A [Homo sapiens]	Protein	ubiquilin 2 [Homo sapiens]	Protein
interleukin 2 receptor, gamma precursor [Homo sapiens] interacts with interleukin 2 receptor beta precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin 2 receptor, gamma precursor [Homo sapiens]	Protein	interleukin 2 receptor beta precursor [Homo sapiens]	Protein
immunoglobulin superfamily, member 1 isoform 1 [Homo sapiens] interacts with insulin-like growth factor 1 (somatomedin C) [Homo sapiens]	Helper_PPI (Two-hybrid)	immunoglobulin superfamily, member 1 isoform 1 [Homo sapiens]	Protein	insulin-like growth factor 1 (somatomedin C) [Homo sapiens]	Protein
karyopherin alpha 2 [Homo sapiens] interacts with lymphoid enhancer binding factor-1 [Homo sapiens]	Helper_PPI (good experimental evidence)	karyopherin alpha 2 [Homo sapiens]	Protein	lymphoid enhancer binding factor-1 [Homo sapiens]	Protein
insulin receptor [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	insulin receptor [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
delta-like 1 [Homo sapiens] interacts with notch 2 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	delta-like 1 [Homo sapiens]	Protein	notch 2 preproprotein [Homo sapiens]	Protein
v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens] interacts with serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens]	Helper_PPI (good experimental evidence)	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens]	Protein	serum response factor (c-fos serum response element-binding transcription factor) [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L13a [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L13a [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with insulysin [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	insulysin [Homo sapiens]	Protein
cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7) [Homo sapiens] interacts with karyopherin beta 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7) [Homo sapiens]	Protein	karyopherin beta 1 [Homo sapiens]	Protein
ribosomal protein L18a [Homo sapiens] interacts with lipoprotein lipase precursor [Homo sapiens]	Helper_PPI (Two-hybrid)	ribosomal protein L18a [Homo sapiens]	Protein	lipoprotein lipase precursor [Homo sapiens]	Protein
notch1 preproprotein [Homo sapiens] interacts with nov precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	notch1 preproprotein [Homo sapiens]	Protein	nov precursor [Homo sapiens]	Protein
fibulin 1 isoform C precursor [Homo sapiens] interacts with fibrinogen, beta chain preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	fibulin 1 isoform C precursor [Homo sapiens]	Protein	fibrinogen, beta chain preproprotein [Homo sapiens]	Protein
YY1 transcription factor [Homo sapiens] interacts with mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Helper_PPI (good experimental evidence)	YY1 transcription factor [Homo sapiens]	Protein	mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Protein
growth hormone receptor precursor [Homo sapiens] interacts with signal transducer and activator of transcription 5A [Homo sapiens]	Helper_PPI (good experimental evidence)	growth hormone receptor precursor [Homo sapiens]	Protein	signal transducer and activator of transcription 5A [Homo sapiens]	Protein
mitogen-activated protein kinase 9 isoform 1 [Homo sapiens] interacts with TNF receptor-associated factor 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 9 isoform 1 [Homo sapiens]	Protein	TNF receptor-associated factor 2 [Homo sapiens]	Protein
serine/threonine kinase 16 [Homo sapiens] interacts with mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	serine/threonine kinase 16 [Homo sapiens]	Protein	mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens] interacts with alpha-synuclein isoform NACP140 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens]	Protein	alpha-synuclein isoform NACP140 [Homo sapiens]	Protein
tousled-like kinase 1 [Homo sapiens] interacts with anti-silencing function 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	tousled-like kinase 1 [Homo sapiens]	Protein	anti-silencing function 1B [Homo sapiens]	Protein
v-fos FBJ murine osteosarcoma viral oncogene homolog [Homo sapiens] interacts with FOS-like antigen 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-fos FBJ murine osteosarcoma viral oncogene homolog [Homo sapiens]	Protein	FOS-like antigen 2 [Homo sapiens]	Protein
protein kinase C, epsilon [Homo sapiens] interacts with v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase C, epsilon [Homo sapiens]	Protein	v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Protein
periplakin [Homo sapiens] interacts with envoplakin [Homo sapiens]	Helper_PPI (good experimental evidence)	periplakin [Homo sapiens]	Protein	envoplakin [Homo sapiens]	Protein
serpin peptidase inhibitor, clade I (pancpin), member 2 isoform 2 [Homo sapiens] interacts with ubiquilin 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	serpin peptidase inhibitor, clade I (pancpin), member 2 isoform 2 [Homo sapiens]	Protein	ubiquilin 2 [Homo sapiens]	Protein
neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens] interacts with hepatocyte growth factor-regulated tyrosine kinase substrate [Homo sapiens]	Helper_PPI (good experimental evidence)	neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Protein	hepatocyte growth factor-regulated tyrosine kinase substrate [Homo sapiens]	Protein
spleen tyrosine kinase [Homo sapiens] interacts with proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Helper_PPI (good experimental evidence)	spleen tyrosine kinase [Homo sapiens]	Protein	proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Protein
RNA-binding protein S1, serine-rich domain [Homo sapiens] interacts with splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) [Homo sapiens]	Helper_PPI (good experimental evidence)	RNA-binding protein S1, serine-rich domain [Homo sapiens]	Protein	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) [Homo sapiens]	Protein
gamma-aminobutyric acid (GABA) A receptor, delta [Homo sapiens] interacts with ubiquilin 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	gamma-aminobutyric acid (GABA) A receptor, delta [Homo sapiens]	Protein	ubiquilin 2 [Homo sapiens]	Protein
coagulation factor II (thrombin) receptor-like 2 precursor [Homo sapiens] interacts with coagulation factor II precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	coagulation factor II (thrombin) receptor-like 2 precursor [Homo sapiens]	Protein	coagulation factor II precursor [Homo sapiens]	Protein
janus kinase 1 [Homo sapiens] interacts with signal transducer and activator of transcription 1 isoform alpha [Homo sapiens]	Helper_PPI (good experimental evidence)	janus kinase 1 [Homo sapiens]	Protein	signal transducer and activator of transcription 1 isoform alpha [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with partitioning-defective protein 3 homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	partitioning-defective protein 3 homolog [Homo sapiens]	Protein
aprataxin isoform a [Homo sapiens] interacts with tripartite motif-containing 37 protein [Homo sapiens]	Helper_PPI (Two-hybrid)	aprataxin isoform a [Homo sapiens]	Protein	tripartite motif-containing 37 protein [Homo sapiens]	Protein
Kruppel-like factor 5 [Homo sapiens] interacts with nuclear factor kappa-B, subunit 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	Kruppel-like factor 5 [Homo sapiens]	Protein	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with histone deacetylase 4 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	histone deacetylase 4 [Homo sapiens]	Protein
growth factor receptor-bound protein 10 isoform b [Homo sapiens] interacts with v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 10 isoform b [Homo sapiens]	Protein	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog precursor [Homo sapiens]	Protein
mastermind-like 1 [Homo sapiens] interacts with notch1 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	mastermind-like 1 [Homo sapiens]	Protein	notch1 preproprotein [Homo sapiens]	Protein
PDZ and LIM domain 7 isoform 2 [Homo sapiens] interacts with protein kinase C, zeta isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	PDZ and LIM domain 7 isoform 2 [Homo sapiens]	Protein	protein kinase C, zeta isoform 2 [Homo sapiens]	Protein
B-cell lymphoma 6 protein [Homo sapiens] interacts with ribonuclease III, nuclear [Homo sapiens]	Helper_PPI (good experimental evidence)	B-cell lymphoma 6 protein [Homo sapiens]	Protein	ribonuclease III, nuclear [Homo sapiens]	Protein
RAP2A, member of RAS oncogene family [Homo sapiens] interacts with LIM and senescent cell antigen-like domains 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	RAP2A, member of RAS oncogene family [Homo sapiens]	Protein	LIM and senescent cell antigen-like domains 1 [Homo sapiens]	Protein
