Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
nuclear receptor subfamily 6, group A, member 1 isoform 2 [Homo sapiens]	Protein	NR6A1 [Homo sapiens]	4	2	0.7866240933913776	NR6A1 [Homo sapiens];ASB10 [Homo sapiens];BACH1 [Homo sapiens];BRIP1 [Homo sapiens];C1orf127 [Homo sapiens];NKX1-1 [Homo sapiens];PLG [Homo sapiens];SLC25A28 [Homo sapiens];THEG [Homo sapiens];TRIM10 [Homo sapiens];TSSK3 [Homo sapiens];ZNF804B [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;Complement and coagulation cascades [Homo sapiens];Neuroactive ligand-receptor interaction [Homo sapiens];;;;;
neuroblastoma RAS viral (v-ras) oncogene homolog [Homo sapiens]	Protein	NRAS [Homo sapiens]	12	0	0.982272941841233	NRAS [Homo sapiens]	Gene	Chronic myeloid leukemia [Homo sapiens];GnRH signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Bladder cancer [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];MAPK signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Focal adhesion [Homo sapiens]
short heterodimer partner [Homo sapiens]	Protein	NR0B2 [Homo sapiens]	13	1	0.8834323226038943	NR0B2 [Homo sapiens]	Gene	
receptor interacting protein 140 [Homo sapiens]	Protein	NRIP1 [Homo sapiens]	31	2	1.1387671293707533	NRIP1 [Homo sapiens]	Gene	
N-ethylmaleimide-sensitive factor [Homo sapiens]	Protein	NSF [Homo sapiens]	20	1	0.8752759701531594	NSF [Homo sapiens]	Gene	
neurotrophic tyrosine kinase, receptor, type 1 isoform 3 [Homo sapiens]	Protein	NTRK1 [Homo sapiens]	24	1	1.1653688911942823	NTRK1 [Homo sapiens]	Gene	Apoptosis [Homo sapiens];MAPK signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens]
NUAK family, SNF1-like kinase, 2 [Homo sapiens]	Protein	NUAK2 [Homo sapiens]	6	1	0.14565815968943932	NUAK2 [Homo sapiens]	Gene	
nucleobindin 1 [Homo sapiens]	Protein	NUCB1 [Homo sapiens]	3	1	0.8921100554617456	NUCB1 [Homo sapiens]	Gene	
numb homolog isoform 1 [Homo sapiens]	Protein	NUMB [Homo sapiens]	12	1	0.9466100144917117	NUMB [Homo sapiens]	Gene	Notch signaling pathway [Homo sapiens]
nucleoporin 35kDa isoform a [Homo sapiens]	Protein	NUP35 [Homo sapiens]	167	0	0.72950743236086	NUP35 [Homo sapiens]	Gene	
nucleoporin 37kDa [Homo sapiens]	Protein	NUP37 [Homo sapiens]	170	0	0.9966017274967772	NUP37 [Homo sapiens];ACP1 [Homo sapiens];ADAM32 [Homo sapiens];ADSL [Homo sapiens];ALKBH2 [Homo sapiens];ANAPC1 [Homo sapiens];ATIC [Homo sapiens];ATPBD4 [Homo sapiens];AURKA [Homo sapiens];BCCIP [Homo sapiens];BIRC5 [Homo sapiens];BRCA1 [Homo sapiens];BRRN1 [Homo sapiens];BUB1B [Homo sapiens];BYSL [Homo sapiens];C13orf3 [Homo sapiens];C14orf143 [Homo sapiens];C14orf166 [Homo sapiens];C19orf48 [Homo sapiens];C1orf131 [Homo sapiens];C1QBP [Homo sapiens];C20orf72 [Homo sapiens];C21orf45 [Homo sapiens];C2orf49 [Homo sapiens];CBX5 [Homo sapiens];CCDC34 [Homo sapiens];CCDC51 [Homo sapiens];CCNB1 [Homo sapiens];CCNB2 [Homo sapiens];CCT4 [Homo sapiens];CCT7 [Homo sapiens];CDC123 [Homo sapiens];CDC6 [Homo sapiens];CDCA5 [Homo sapiens];CDCA8 [Homo sapiens];CDKN3 [Homo sapiens];CENPA [Homo sapiens];CETN3 [Homo sapiens];CHAC2 [Homo sapiens];CHAF1A [Homo sapiens];CHCHD1 [Homo sapiens];CIAPIN1 [Homo sapiens];CKS1B [Homo sapiens];CLNS1A [Homo sapiens];CNIH [Homo sapiens];COX4NB [Homo sapiens];CPSF3 [Homo sapiens];CSE1L [Homo sapiens];CSNK2A2 [Homo sapiens];CSNK2A1 [Homo sapiens];CSTF1 [Homo sapiens];DAP3 [Homo sapiens];DLGAP3 [Homo sapiens];DCUN1D5 [Homo sapiens];DDX10 [Homo sapiens];DKC1 [Homo sapiens];TNFSF13B [Homo sapiens];DTL [Homo sapiens];DTYMK [Homo sapiens];DUS4L [Homo sapiens];EEF1E1 [Homo sapiens];EIF2S2 [Homo sapiens];EMG1 [Homo sapiens];EXO1 [Homo sapiens];EXOSC2 [Homo sapiens];EXOSC5 [Homo sapiens];FAM149B1 [Homo sapiens];FANCI [Homo sapiens];FBXO22 [Homo sapiens];GEMIN5 [Homo sapiens];GEMIN6 [Homo sapiens];GTF3C3 [Homo sapiens];HMBS [Homo sapiens];HMGN3 [Homo sapiens];HMMR [Homo sapiens];HNRNPC [Homo sapiens];IARS [Homo sapiens];ITGB3BP [Homo sapiens];KARS [Homo sapiens];KIF2C [Homo sapiens];LARS2 [Homo sapiens];LSM2 [Homo sapiens];LSM5 [Homo sapiens];MAD2L1 [Homo sapiens];MCTS1 [Homo sapiens];METTL5 [Homo sapiens];MKKS [Homo sapiens];MRPL11 [Homo sapiens];MRPL13 [Homo sapiens];MRPL18 [Homo sapiens];MRPL3 [Homo sapiens];MRPL42 [Homo sapiens];MRPL47 [Homo sapiens];MRPS16 [Homo sapiens];MRPS17 [Homo sapiens];MRPS30 [Homo sapiens];MRPS34 [Homo sapiens];MTCH2 [Homo sapiens];MTHFD1 [Homo sapiens];MYCBP [Homo sapiens];NAE1 [Homo sapiens];NARS2 [Homo sapiens];NME1-NME2 [Homo sapiens];NUP155 [Homo sapiens];NUP88 [Homo sapiens];OAZ1 [Homo sapiens];OIP5 [Homo sapiens];PAICS [Homo sapiens];PCNA [Homo sapiens];PFDN4 [Homo sapiens];PHB [Homo sapiens];PIGU [Homo sapiens];POLE2 [Homo sapiens];POP5 [Homo sapiens];PPIE [Homo sapiens];PPIH [Homo sapiens];PPIL1 [Homo sapiens];PPIL5 [Homo sapiens];PRICKLE4 [Homo sapiens];PRIM1 [Homo sapiens];PRMT5 [Homo sapiens];PSMA2 [Homo sapiens];PSMA5 [Homo sapiens];PSMB1 [Homo sapiens];PSMB2 [Homo sapiens];PSMB7 [Homo sapiens];PSMG1 [Homo sapiens];RAD51C [Homo sapiens];RAE1 [Homo sapiens];RAN [Homo sapiens];RBM28 [Homo sapiens];RCCD1 [Homo sapiens];RFC2 [Homo sapiens];RFC4 [Homo sapiens];RNASEH2A [Homo sapiens];RPA1 [Homo sapiens];POLR1A [Homo sapiens];RPA3 [Homo sapiens];RPL26L1 [Homo sapiens];RPLP0 [Homo sapiens];RPP40 [Homo sapiens];RPUSD2 [Homo sapiens];RUVBL1 [Homo sapiens];RUVBL2 [Homo sapiens];SAAL1 [Homo sapiens];SERBP1 [Homo sapiens];SNRPD3 [Homo sapiens];SNRPF [Homo sapiens];SSBP1 [Homo sapiens];STOML2 [Homo sapiens];TDP1 [Homo sapiens];TFB1M [Homo sapiens];TGDS [Homo sapiens];THG1L [Homo sapiens];TIMM10 [Homo sapiens];TMEM177 [Homo sapiens];TMEM48 [Homo sapiens];TPRKB [Homo sapiens];TREX1 [Homo sapiens];TRIP13 [Homo sapiens];TTC27 [Homo sapiens];UBE2N [Homo sapiens];UBE2T [Homo sapiens];UCHL5 [Homo sapiens];WDR12 [Homo sapiens];WDR18 [Homo sapiens];WDSOF1 [Homo sapiens];ZC3H8 [Homo sapiens];ZNF473 [Homo sapiens];ZNRD1 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;Adherens junction [Homo sapiens];Riboflavin metabolism [Homo sapiens];gamma-Hexachlorocyclohexane degradation [Homo sapiens];;Purine metabolism [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Purine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;Colorectal cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;Cell cycle [Homo sapiens];;;;;;;;;;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;;;Cell cycle [Homo sapiens];;;;;;;;;;Small cell lung cancer [Homo sapiens];;;;;;Adherens junction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Adherens junction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens];;;;;;;Cytokine-cytokine receptor interaction [Homo sapiens];;Pyrimidine metabolism [Homo sapiens];;;;;Mismatch repair [Homo sapiens];;;;;;;;;Porphyrin and chlorophyll metabolism [Homo sapiens];;ECM-receptor interaction [Homo sapiens];;Valine, leucine and isoleucine biosynthesis [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Lysine biosynthesis [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;Valine, leucine and isoleucine biosynthesis [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;;Cell cycle [Homo sapiens];;;;;Ribosome [Homo sapiens];;;;;;;;;;Glyoxylate and dicarboxylate metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;Alanine and aspartate metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;;;;;Purine metabolism [Homo sapiens];Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];;;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];Tryptophan metabolism [Homo sapiens];Selenoamino acid metabolism [Homo sapiens];Aminophosphonate metabolism [Homo sapiens];Naphthalene and anthracene degradation [Homo sapiens];Tyrosine metabolism [Homo sapiens];Histidine metabolism [Homo sapiens];Androgen and estrogen metabolism [Homo sapiens];Proteasome [Homo sapiens];Proteasome [Homo sapiens];Proteasome [Homo sapiens];Proteasome [Homo sapiens];Proteasome [Homo sapiens];;Homologous recombination [Homo sapiens];;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;;Wnt signaling pathway [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];;;;Streptomycin biosynthesis [Homo sapiens];Nucleotide sugars metabolism [Homo sapiens];;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];;;;;;;;RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens]
nucleoporin 43kDa [Homo sapiens]	Protein	NUP43 [Homo sapiens]	169	1	1.017116553271651	NUP43 [Homo sapiens]	Gene	
nucleoporin 50kDa isoform b [Homo sapiens]	Protein	NUP50 [Homo sapiens]	172	2	0.8733539177346176	NUP50 [Homo sapiens];ACACB [Homo sapiens];ACTR2 [Homo sapiens];ADPGK [Homo sapiens];AGPS [Homo sapiens];ALDH6A1 [Homo sapiens];ARL5B [Homo sapiens];ARNTL2 [Homo sapiens];ARPC5 [Homo sapiens];ASNS [Homo sapiens];BAG4 [Homo sapiens];BCLAF1 [Homo sapiens];BID [Homo sapiens];BUB3 [Homo sapiens];C10orf119 [Homo sapiens];C3orf38 [Homo sapiens];ZUFSP [Homo sapiens];CDV3 [Homo sapiens];CENPL [Homo sapiens];ACAP2 [Homo sapiens];CEP27 [Homo sapiens];CHEK1 [Homo sapiens];CHST6 [Homo sapiens];COX7A1 [Homo sapiens];CTDSPL2 [Homo sapiens];CUGBP1 [Homo sapiens];CXCL12 [Homo sapiens];DBF4 [Homo sapiens];DHX9 [Homo sapiens];DRAP1 [Homo sapiens];DUSP3 [Homo sapiens];SHFM1 [Homo sapiens];ECD [Homo sapiens];ECHDC2 [Homo sapiens];EPM2AIP1 [Homo sapiens];ERO1L [Homo sapiens];FAM119A [Homo sapiens];FAM54A [Homo sapiens];FAM60A [Homo sapiens];FBXO5 [Homo sapiens];GABPA [Homo sapiens];GABPB2 [Homo sapiens];GLS [Homo sapiens];GLS2 [Homo sapiens];GNAI3 [Homo sapiens];GNB1 [Homo sapiens];GNG13 [Homo sapiens];GPR155 [Homo sapiens];GTPBP4 [Homo sapiens];HNRNPF [Homo sapiens];AGFG1 [Homo sapiens];HSPA12A [Homo sapiens];HSPA4 [Homo sapiens];INSIG1 [Homo sapiens];KIF2A [Homo sapiens];KLHDC5 [Homo sapiens];KPNA2 [Homo sapiens];MAP3K15 [Homo sapiens];MAPK14 [Homo sapiens];MAPRE1 [Homo sapiens];MASTL [Homo sapiens];MCFD2 [Homo sapiens];MIER1 [Homo sapiens];MKI67IP [Homo sapiens];MKL2 [Homo sapiens];MTF2 [Homo sapiens];NFIA [Homo sapiens];NFYA [Homo sapiens];NRAS [Homo sapiens];NRBF2 [Homo sapiens];NUDT21 [Homo sapiens];NUP98 [Homo sapiens];NXT2 [Homo sapiens];PARD3 [Homo sapiens];PBX1 [Homo sapiens];PBXIP1 [Homo sapiens];PGM2 [Homo sapiens];PPHLN1 [Homo sapiens];PRELID1 [Homo sapiens];PRKAA1 [Homo sapiens];PRPF40A [Homo sapiens];PTBP1 [Homo sapiens];R3HDM2 [Homo sapiens];RC3H2 [Homo sapiens];RCOR3 [Homo sapiens];REEP5 [Homo sapiens];RERE [Homo sapiens];RNF138 [Homo sapiens];RNGTT [Homo sapiens];ROD1 [Homo sapiens];SEC24A [Homo sapiens];SEH1L [Homo sapiens];SENP1 [Homo sapiens];SFRS10 [Homo sapiens];SLBP [Homo sapiens];SNRPN [Homo sapiens];SPTLC2 [Homo sapiens];SPTY2D1 [Homo sapiens];SQLE [Homo sapiens];SSPN [Homo sapiens];STK17A [Homo sapiens];STX3 [Homo sapiens];TAF1B [Homo sapiens];THOC4 [Homo sapiens];TIPRL [Homo sapiens];TMED5 [Homo sapiens];TMEM167A [Homo sapiens];TMEM189-UBE2V1 [Homo sapiens];TMEM33 [Homo sapiens];TMOD3 [Homo sapiens];TNS1 [Homo sapiens];TXN [Homo sapiens];WDR36 [Homo sapiens];YRDC [Homo sapiens];ZBTB20 [Homo sapiens];ZDHHC3 [Homo sapiens];ZNF207 [Homo sapiens];ZNF358 [Homo sapiens];ZNF84 [Homo sapiens];ZWILCH [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;Insulin signaling pathway [Homo sapiens];Fatty acid biosynthesis [Homo sapiens];Pyruvate metabolism [Homo sapiens];Propanoate metabolism [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];;;Ether lipid metabolism [Homo sapiens];Valine, leucine and isoleucine degradation [Homo sapiens];Propanoate metabolism [Homo sapiens];Inositol metabolism [Homo sapiens];;Circadian rhythm [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];Nitrogen metabolism [Homo sapiens];;;Natural killer cell mediated cytotoxicity [Homo sapiens];Apoptosis [Homo sapiens];p53 signaling pathway [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;Cell cycle [Homo sapiens];;;;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Keratan sulfate biosynthesis [Homo sapiens];Glycan structures - biosynthesis 1 [Homo sapiens];Oxidative phosphorylation [Homo sapiens];Parkinson's disease [Homo sapiens];;;Leukocyte transendothelial migration [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];Axon guidance [Homo sapiens];Cell cycle [Homo sapiens];;;MAPK signaling pathway [Homo sapiens];Homologous recombination [Homo sapiens];;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;;;;Nitrogen metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];D-Glutamine and D-glutamate metabolism [Homo sapiens];Nitrogen metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];D-Glutamine and D-glutamate metabolism [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Long-term depression [Homo sapiens];Gap junction [Homo sapiens];Axon guidance [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Melanogenesis [Homo sapiens];Tight junction [Homo sapiens];Taste transduction [Homo sapiens];Taste transduction [Homo sapiens];;;;;;MAPK signaling pathway [Homo sapiens];Antigen processing and presentation [Homo sapiens];;;;;;GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;TLR4-AP1_pathway_blood;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;;;;;;;;;Antigen processing and presentation [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];GnRH signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Bladder cancer [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];MAPK signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Focal adhesion [Homo sapiens];;;;;Tight junction [Homo sapiens];Adherens junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Neuroactive ligand-receptor interaction [Homo sapiens];Complement and coagulation cascades [Homo sapiens];;;Fructose and mannose metabolism [Homo sapiens];;;mTOR signaling pathway [Homo sapiens];Regulation of autophagy [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];;;;;;;Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;;;;;;;;Sphingolipid metabolism [Homo sapiens];;Terpenoid biosynthesis [Homo sapiens];Biosynthesis of steroids [Homo sapiens];;;SNARE interactions in vesicular transport [Homo sapiens];;;;;;;;;;;;;;;;;;
nucleoporin 54kDa [Homo sapiens]	Protein	NUP54 [Homo sapiens]	173	2	0.8589263840603291	NUP54 [Homo sapiens]	Gene	
nucleoporin 85 [Homo sapiens]	Protein	NUP85 [Homo sapiens]	171	1	0.8853051820667309	NUP85 [Homo sapiens]	Gene	
nucleoporin 88kDa [Homo sapiens]	Protein	NUP88 [Homo sapiens]	169	1	1.08974838640267	NUP88 [Homo sapiens]	Gene	
nucleoporin 98kD isoform 3 [Homo sapiens]	Protein	NUP98 [Homo sapiens]	178	0	1.037250316473814	NUP98 [Homo sapiens]	Gene	
nucleoporin 107kDa [Homo sapiens]	Protein	NUP107 [Homo sapiens]	170	1	0.9670578549051124	NUP107 [Homo sapiens]	Gene	
