Object	Object type	Relation source	Relation source type	Relation target	Relation target type
integrin beta 4 binding protein isoform a [Homo sapiens] interacts with ribosomal protein L3 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin beta 4 binding protein isoform a [Homo sapiens]	Protein	ribosomal protein L3 isoform a [Homo sapiens]	Protein
promyelocytic leukemia zinc finger protein [Homo sapiens] interacts with promyelocytic leukemia protein isoform 6 [Homo sapiens]	Helper_PPI (good experimental evidence)	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein	promyelocytic leukemia protein isoform 6 [Homo sapiens]	Protein
ribosomal protein S14 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S14 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
conserved helix-loop-helix ubiquitous kinase [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Helper_PPI (good experimental evidence)	conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein
translation factor sui1 homolog [Homo sapiens] interacts with ribosomal protein L36 [Homo sapiens]	Helper_PPI (good experimental evidence)	translation factor sui1 homolog [Homo sapiens]	Protein	ribosomal protein L36 [Homo sapiens]	Protein
histone deacetylase 4 [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	histone deacetylase 4 [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
microRNA 133b [Homo sapiens] inhibits polypyrimidine tract-binding protein 1 isoform a [Homo sapiens]	inhibition	microRNA 133b [Homo sapiens]	Protein	polypyrimidine tract-binding protein 1 isoform a [Homo sapiens]	Protein
fused toes homolog [Homo sapiens] interacts with 3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	fused toes homolog [Homo sapiens]	Protein	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein
epidermal growth factor receptor isoform a [Homo sapiens] interacts with transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	epidermal growth factor receptor isoform a [Homo sapiens]	Protein	transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with alpha-synuclein isoform NACP140 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	alpha-synuclein isoform NACP140 [Homo sapiens]	Protein
SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
epidermal growth factor receptor isoform a [Homo sapiens] interacts with p21-activated kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	epidermal growth factor receptor isoform a [Homo sapiens]	Protein	p21-activated kinase 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens] interacts with ribosomal protein L23 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens]	Protein	ribosomal protein L23 [Homo sapiens]	Protein
TANK-binding kinase 1 [Homo sapiens] interacts with ribosomal protein S8 [Homo sapiens]	Helper_PPI (good experimental evidence)	TANK-binding kinase 1 [Homo sapiens]	Protein	ribosomal protein S8 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L27 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L27 [Homo sapiens]	Protein
TNF receptor-associated factor 2 [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Helper_PPI (good experimental evidence)	TNF receptor-associated factor 2 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein
nov precursor [Homo sapiens] interacts with DNA directed RNA polymerase II polypeptide L [Homo sapiens]	Helper_PPI (Two-hybrid)	nov precursor [Homo sapiens]	Protein	DNA directed RNA polymerase II polypeptide L [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens] interacts with ribosomal protein S16 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens]	Protein	ribosomal protein S16 [Homo sapiens]	Protein
reticuloendotheliosis viral oncogene homolog B [Homo sapiens] interacts with phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	reticuloendotheliosis viral oncogene homolog B [Homo sapiens]	Protein	phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Protein
TNF receptor-associated factor 6 [Homo sapiens] interacts with cytochrome c [Homo sapiens]	Helper_PPI (good experimental evidence)	TNF receptor-associated factor 6 [Homo sapiens]	Protein	cytochrome c [Homo sapiens]	Protein
major histocompatibility complex, class I, B [Homo sapiens] interacts with calmodulin 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	major histocompatibility complex, class I, B [Homo sapiens]	Protein	calmodulin 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein
splicing factor 3b, subunit 1 isoform 2 [Homo sapiens] interacts with poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	splicing factor 3b, subunit 1 isoform 2 [Homo sapiens]	Protein	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein
p21-activated kinase 1 [Homo sapiens] interacts with nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Helper_PPI (good experimental evidence)	p21-activated kinase 1 [Homo sapiens]	Protein	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 14 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
vav 1 oncogene [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	vav 1 oncogene [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein
RAS p21 protein activator 1 isoform 1 [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	RAS p21 protein activator 1 isoform 1 [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
poly(A) binding protein, cytoplasmic 1 [Homo sapiens] interacts with heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein	heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens] interacts with clathrin heavy chain 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Homo sapiens]	Protein	clathrin heavy chain 1 [Homo sapiens]	Protein
stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein) [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein) [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
N-myc downstream regulated gene 1 [Homo sapiens] interacts with catenin (cadherin-associated protein), beta 1, 88kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	N-myc downstream regulated gene 1 [Homo sapiens]	Protein	catenin (cadherin-associated protein), beta 1, 88kDa [Homo sapiens]	Protein
p21-activated kinase 1 [Homo sapiens] interacts with v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	p21-activated kinase 1 [Homo sapiens]	Protein	v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with calmodulin 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	calmodulin 1 [Homo sapiens]	Protein
cell division cycle 2 protein isoform 1 [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	cell division cycle 2 protein isoform 1 [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (Two-hybrid)	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
glycogen synthase kinase 3 beta [Homo sapiens] interacts with adenomatosis polyposis coli [Homo sapiens]	Helper_PPI (good experimental evidence)	glycogen synthase kinase 3 beta [Homo sapiens]	Protein	adenomatosis polyposis coli [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with ribosomal protein S18 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	ribosomal protein S18 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with 40S ribosomal protein S3a [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	40S ribosomal protein S3a [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with splicing factor p54 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	splicing factor p54 [Homo sapiens]	Protein
heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens] interacts with poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	Protein	poly(A) binding protein, cytoplasmic 1 [Homo sapiens]	Protein
integrin-linked kinase [Homo sapiens] interacts with LIM and senescent cell antigen-like domains 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin-linked kinase [Homo sapiens]	Protein	LIM and senescent cell antigen-like domains 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 3, subunit 6 48kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 3, subunit 6 48kDa [Homo sapiens]	Protein
heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens] interacts with nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	Protein	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with ribosomal protein L10 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	ribosomal protein L10 [Homo sapiens]	Protein
epidermal growth factor receptor isoform a [Homo sapiens] interacts with ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	epidermal growth factor receptor isoform a [Homo sapiens]	Protein	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein
ribosomal protein P1 isoform 1 [Homo sapiens] interacts with ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Helper_PPI (Two-hybrid)	ribosomal protein P1 isoform 1 [Homo sapiens]	Protein	ATP-dependent DNA helicase II, 70 kDa subunit [Homo sapiens]	Protein
mitogen-activated protein kinase kinase 2 [Homo sapiens] interacts with v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase 2 [Homo sapiens]	Protein	v-raf-1 murine leukemia viral oncogene homolog 1 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Protein
hypothetical protein FLJ20425 [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	hypothetical protein FLJ20425 [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with 40S ribosomal protein S3a [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	40S ribosomal protein S3a [Homo sapiens]	Protein
proteasome 26S non-ATPase subunit 11 [Homo sapiens] interacts with transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Helper_PPI (Two-hybrid)	proteasome 26S non-ATPase subunit 11 [Homo sapiens]	Protein	transcriptional intermediary factor 1 alpha isoform b [Homo sapiens]	Protein
B-cell CLL/lymphoma 3 [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	B-cell CLL/lymphoma 3 [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens] interacts with ribosomal protein S13 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens]	Protein	ribosomal protein S13 [Homo sapiens]	Protein
TANK-binding kinase 1 [Homo sapiens] interacts with ribosomal protein L7 [Homo sapiens]	Helper_PPI (good experimental evidence)	TANK-binding kinase 1 [Homo sapiens]	Protein	ribosomal protein L7 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L36 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L36 [Homo sapiens]	Protein
activating signal cointegrator 1 complex subunit 2 [Homo sapiens] interacts with ribosomal protein P1 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	activating signal cointegrator 1 complex subunit 2 [Homo sapiens]	Protein	ribosomal protein P1 isoform 1 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Protein
