Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein) [Homo sapiens]	Protein	STIP1 [Homo sapiens]	36	0	1.0449579665813693	STIP1 [Homo sapiens];ABCC1 [Homo sapiens];ABCF2 [Homo sapiens];ACOT7 [Homo sapiens];ACP1 [Homo sapiens];ACTR2 [Homo sapiens];ADPGK [Homo sapiens];ADRM1 [Homo sapiens];ALG1 [Homo sapiens];ALG13 [Homo sapiens];ANAPC5 [Homo sapiens];ANP32A [Homo sapiens];AP2S1 [Homo sapiens];API5 [Homo sapiens];ARF1 [Homo sapiens];ARF1P1 [Homo sapiens];ARF4 [Homo sapiens];ATF1 [Homo sapiens];GDNF [Homo sapiens];ATG12 [Homo sapiens];ATG5 [Homo sapiens];BAX [Homo sapiens];BAZ2B [Homo sapiens];C10orf28 [Homo sapiens];C16orf63 [Homo sapiens];AKIRIN1 [Homo sapiens];C1orf174 [Homo sapiens];C20orf27 [Homo sapiens];AKIRIN2 [Homo sapiens];CCT2 [Homo sapiens];CCT5 [Homo sapiens];CDK2 [Homo sapiens];CDV3 [Homo sapiens];CHD1L [Homo sapiens];CNPY2 [Homo sapiens];COPA [Homo sapiens];CSNK1G1 [Homo sapiens];CSNK2A2 [Homo sapiens];CSNK2A1 [Homo sapiens];CTDSPL2 [Homo sapiens];CUGBP1 [Homo sapiens];DAPK3 [Homo sapiens];DCUN1D1 [Homo sapiens];DDA1 [Homo sapiens];DDX19A [Homo sapiens];DDX42 [Homo sapiens];DDX55 [Homo sapiens];DHX9 [Homo sapiens];DNAJC14 [Homo sapiens];DSCR3 [Homo sapiens];EIF2S3 [Homo sapiens];ENO1 [Homo sapiens];EPRS [Homo sapiens];ERLIN1 [Homo sapiens];FAF1 [Homo sapiens];FAM108B1 [Homo sapiens];FAM62B [Homo sapiens];FARSA [Homo sapiens];FKBP15 [Homo sapiens];FLAD1 [Homo sapiens];FOXK2 [Homo sapiens];FOXO3 [Homo sapiens];FSTL1 [Homo sapiens];FUS [Homo sapiens];FUSIP1 [Homo sapiens];G3BP1 [Homo sapiens];GALNT2 [Homo sapiens];GART [Homo sapiens];GGA2 [Homo sapiens];GLE1 [Homo sapiens];GLRX3 [Homo sapiens];GLT25D1 [Homo sapiens];GNB1 [Homo sapiens];GNG13 [Homo sapiens];GOLGA7 [Homo sapiens];GSR [Homo sapiens];GTF2A2 [Homo sapiens];GTF2H4 [Homo sapiens];GTF2I [Homo sapiens];HDAC8 [Homo sapiens];HEATR2 [Homo sapiens];HNRNPC [Homo sapiens];HNRNPU [Homo sapiens];HNRNPH1 [Homo sapiens];HSBP1 [Homo sapiens];HSP90AB1 [Homo sapiens];HSPA4 [Homo sapiens];HSPA8 [Homo sapiens];HSPD1 [Homo sapiens];IPO8 [Homo sapiens];IRAK4 [Homo sapiens];KCNH2 [Homo sapiens];KCTD5 [Homo sapiens];KDELR2 [Homo sapiens];LSM12 [Homo sapiens];LSM4 [Homo sapiens];MAP3K15 [Homo sapiens];MAPK1IP1L [Homo sapiens];MAPKAP1 [Homo sapiens];MATR3 [Homo sapiens];MAZ [Homo sapiens];MCFD2 [Homo sapiens];MED6 [Homo sapiens];METT10D [Homo sapiens];METTL2A [Homo sapiens];METTL2B [Homo sapiens];MGAT2 [Homo sapiens];MOGAT2 [Homo sapiens];MPDU1 [Homo sapiens];MRPL44 [Homo sapiens];MRPS10 [Homo sapiens];MRPS12 [Homo sapiens];MRPS34 [Homo sapiens];MTMR2 [Homo sapiens];MXI1 [Homo sapiens];NCBP1 [Homo sapiens];NCBP2 [Homo sapiens];NEDD1 [Homo sapiens];NETO2 [Homo sapiens];NFS1 [Homo sapiens];NIPA1 [Homo sapiens];NOM1 [Homo sapiens];NONO [Homo sapiens];NRAS [Homo sapiens];NSMAF [Homo sapiens];NUP133 [Homo sapiens];NUP160 [Homo sapiens];NUP43 [Homo sapiens];NUP62 [Homo sapiens];NUP98 [Homo sapiens];NXT2 [Homo sapiens];ORC5L [Homo sapiens];OTUB1 [Homo sapiens];PATL1 [Homo sapiens];PDAP1 [Homo sapiens];PHF23 [Homo sapiens];PIP5K1A [Homo sapiens];POLDIP3 [Homo sapiens];POLH [Homo sapiens];POLQ [Homo sapiens];POLR2E [Homo sapiens];POLR2K [Homo sapiens];PPIF [Homo sapiens];PPP2R5D [Homo sapiens];PPP5C [Homo sapiens];PRIM2 [Homo sapiens];PRKAB1 [Homo sapiens];PRPF4 [Homo sapiens];PRPF40A [Homo sapiens];PSMB2 [Homo sapiens];PSMC3 [Homo sapiens];PSMC4 [Homo sapiens];PSMD10 [Homo sapiens];PSMD11 [Homo sapiens];PSMD3 [Homo sapiens];PSME3 [Homo sapiens];PSPC1 [Homo sapiens];PTBP1 [Homo sapiens];PTGES2 [Homo sapiens];RAB35 [Homo sapiens];RAB5C [Homo sapiens];RAB6A [Homo sapiens];RANGAP1 [Homo sapiens];RBM14 [Homo sapiens];RCOR3 [Homo sapiens];RHEB [Homo sapiens];RHEBP1 [Homo sapiens];RHOA [Homo sapiens];RNF126 [Homo sapiens];RNF7 [Homo sapiens];RRM1 [Homo sapiens];SAE1 [Homo sapiens];SAFB [Homo sapiens];SAR1A [Homo sapiens];SDHC [Homo sapiens];SFPQ [Homo sapiens];SFRS2 [Homo sapiens];SKP2 [Homo sapiens];SLC35A2 [Homo sapiens];SNW1 [Homo sapiens];SPTLC1 [Homo sapiens];SQLE [Homo sapiens];SRPR [Homo sapiens];SRPRB [Homo sapiens];STX3 [Homo sapiens];STX6 [Homo sapiens];SURF4 [Homo sapiens];TFDP1 [Homo sapiens];TFRC [Homo sapiens];THOC4 [Homo sapiens];TIMM23 [Homo sapiens];TIPRL [Homo sapiens];TMED2 [Homo sapiens];TMEM167A [Homo sapiens];TMEM189-UBE2V1 [Homo sapiens];TMEM194A [Homo sapiens];TMEM64 [Homo sapiens];TOMM22 [Homo sapiens];TOR1A [Homo sapiens];TOX4 [Homo sapiens];TSN [Homo sapiens];TUBGCP3 [Homo sapiens];TWF1 [Homo sapiens];UBE2G2 [Homo sapiens];UBE2L3 [Homo sapiens];UBE2N [Homo sapiens];UBE2S [Homo sapiens];UCK1 [Homo sapiens];UFD1L [Homo sapiens];USP10 [Homo sapiens];USP32 [Homo sapiens];VKORC1L1 [Homo sapiens];WBP11 [Homo sapiens];WBSCR16 [Homo sapiens];WDR1 [Homo sapiens];WDR8 [Homo sapiens];WWP2 [Homo sapiens];XPO7 [Homo sapiens];YIPF5 [Homo sapiens];YKT6 [Homo sapiens];YRDC [Homo sapiens];YWHAZ [Homo sapiens];ZCCHC10 [Homo sapiens];ZDHHC5 [Homo sapiens];ZFPL1 [Homo sapiens];ZMAT1 [Homo sapiens];ZNF207 [Homo sapiens];ZNF259 [Homo sapiens];ZNF317 [Homo sapiens];ZNF44 [Homo sapiens];ZNHIT2 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;ABC transporters [Homo sapiens];;Polyunsaturated fatty acid biosynthesis [Homo sapiens];Biosynthesis of unsaturated fatty acids [Homo sapiens];Adherens junction [Homo sapiens];Riboflavin metabolism [Homo sapiens];gamma-Hexachlorocyclohexane degradation [Homo sapiens];;;;Glycan structures - biosynthesis 1 [Homo sapiens];N-Glycan biosynthesis [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;Cholera [Homo sapiens];TNF-MAPK;TNF_involves_NFkB-cJUN-AFT_;;Regulation of autophagy [Homo sapiens];Regulation of autophagy [Homo sapiens];Apoptosis [Homo sapiens];p53 signaling pathway [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Colorectal cancer [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Huntington's disease [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;;;;;;;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];;;;Neuroactive ligand-receptor interaction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Adherens junction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens];;;Bladder cancer [Homo sapiens];;;Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;;Glycolysis / Gluconeogenesis [Homo sapiens];Arginine and proline metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];Glutamate metabolism [Homo sapiens];Porphyrin and chlorophyll metabolism [Homo sapiens];;;;;;;Riboflavin metabolism [Homo sapiens];;;;;;;Glycan structures - biosynthesis 1 [Homo sapiens];O-Glycan biosynthesis [Homo sapiens];Purine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;;Taste transduction [Homo sapiens];Taste transduction [Homo sapiens];;Glutamate metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];Basal transcription factors [Homo sapiens];Basal transcription factors [Homo sapiens];Nucleotide excision repair [Homo sapiens];Basal transcription factors [Homo sapiens];;;;;;;Antigen processing and presentation [Homo sapiens];MAPK signaling pathway [Homo sapiens];Antigen processing and presentation [Homo sapiens];MAPK signaling pathway [Homo sapiens];Antigen processing and presentation [Homo sapiens];Prion disease [Homo sapiens];Type I diabetes mellitus [Homo sapiens];Prion diseases [Homo sapiens];;Toll-like receptor signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];TLR2-NFkB_pathway_blood;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;;;;;;;;;Tryptophan metabolism [Homo sapiens];Selenoamino acid metabolism [Homo sapiens];Aminophosphonate metabolism [Homo sapiens];Naphthalene and anthracene degradation [Homo sapiens];Tyrosine metabolism [Homo sapiens];Histidine metabolism [Homo sapiens];Androgen and estrogen metabolism [Homo sapiens];Glycan structures - biosynthesis 1 [Homo sapiens];N-Glycan biosynthesis [Homo sapiens];;;;;;;Aminosugars metabolism [Homo sapiens];Riboflavin metabolism [Homo sapiens];Fructose and mannose metabolism [Homo sapiens];Thiamine metabolism [Homo sapiens];;;;;;Thiamine metabolism [Homo sapiens];;;;Chronic myeloid leukemia [Homo sapiens];GnRH signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Gap junction [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Long-term depression [Homo sapiens];VEGF signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanogenesis [Homo sapiens];Bladder cancer [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];MAPK signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Focal adhesion [Homo sapiens];Ceramide_pathway;;;;;;;Cell cycle [Homo sapiens];;;;;Regulation of actin cytoskeleton [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];;DNA polymerase [Homo sapiens];DNA polymerase [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];;;MAPK signaling pathway [Homo sapiens];;Adipocytokine signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];;;Proteasome [Homo sapiens];Proteasome [Homo sapiens];Ubiquitin_proteasome_pathway;Ubiquitin_proteasome_pathway;Ubiquitin_proteasome_pathway;Proteasome [Homo sapiens];Ubiquitin_proteasome_pathway;Ubiquitin_proteasome_pathway;Antigen processing and presentation [Homo sapiens];;;Arachidonic acid metabolism [Homo sapiens];;;;;;;mTOR signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];EGF_PI3K_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;Thrombin_PI3K_pathway_lung;;T cell receptor signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Axon guidance [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Focal adhesion [Homo sapiens];Wnt signaling pathway [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];;Ubiquitin mediated proteolysis [Homo sapiens];p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;Oxidative phosphorylation [Homo sapiens];Citrate cycle (TCA cycle) [Homo sapiens];Parkinson's disease [Homo sapiens];;;Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;Notch signaling pathway [Homo sapiens];Sphingolipid metabolism [Homo sapiens];Terpenoid biosynthesis [Homo sapiens];Biosynthesis of steroids [Homo sapiens];Protein export [Homo sapiens];;SNARE interactions in vesicular transport [Homo sapiens];SNARE interactions in vesicular transport [Homo sapiens];;Cell cycle [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];TGFbeta_signaling_pathway;Hematopoietic cell lineage [Homo sapiens];;;;;;;;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];Parkinson's disease [Homo sapiens];Parkinson's disease [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;SNARE interactions in vesicular transport [Homo sapiens];;Cell cycle [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];;;;;;;;;
TANK-binding kinase 1 [Homo sapiens]	Protein	TBK1 [Homo sapiens]	54	0	1.0157448233584365	TBK1 [Homo sapiens]	Gene	Toll-like receptor signaling pathway [Homo sapiens]
transforming growth factor, beta receptor I precursor [Homo sapiens]	Protein	TGFBR1 [Homo sapiens]	150	2	1.1707178358928583	TGFBR1 [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung
thrombospondin 1 precursor [Homo sapiens]	Protein	THBS1 [Homo sapiens]	30	3	1.0563586437242336	THBS1 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];ECM-receptor interaction [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Cell Communication [Homo sapiens];p53 signaling pathway [Homo sapiens];Bladder cancer [Homo sapiens]
translocase of inner mitochondrial membrane 50 homolog [Homo sapiens]	Protein	TIMM50 [Homo sapiens]	26	0	1.2252533162566566	TIMM50 [Homo sapiens]	Gene	
tumor necrosis factor receptor 1 precursor [Homo sapiens]	Protein	TNFRSF1A [Homo sapiens]	147	2	1.08688290376247	TNFRSF1A [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];Apoptosis [Homo sapiens];TNF_NFkB_MMP9_pathway_lung;CD8-T-Lymphocyte_Apoptosis_pathway_blood;Ceramide_pathway;NFkB-iNOS_pathway_;ROS_MAPKs_MMP1_pathway_lung;TNF-alpha-apoptosis;TNF-MAPK;TNF-NFkB;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;TNF_apoptosis_pathway_lung;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_
tumor necrosis factor receptor 2 precursor [Homo sapiens]	Protein	TNFRSF1B [Homo sapiens]	108	0	0.5458895868863637	TNFRSF1B [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens]
tumor necrosis factor ligand superfamily, member 11 isoform 1 [Homo sapiens]	Protein	TNFSF11 [Homo sapiens]	9	0	0.833267952657621	TNFSF11 [Homo sapiens]	Gene	Cytokine-cytokine receptor interaction [Homo sapiens]
TRAF2 and NCK interacting kinase [Homo sapiens]	Protein	TNIK [Homo sapiens]	80	0	1.2234445546235	TNIK [Homo sapiens]	Gene	
tumor protein p53 [Homo sapiens]	Protein	TP53 [Homo sapiens]	269	0	1.0453641534805589	TP53 [Homo sapiens];ACLY [Homo sapiens];CARS [Homo sapiens];CFL1 [Homo sapiens];VPS72 [Homo sapiens];DDOST [Homo sapiens];DKC1 [Homo sapiens];ENO1 [Homo sapiens];FKBP1A [Homo sapiens];HNRNPC [Homo sapiens];KDELR1 [Homo sapiens];MPDU1 [Homo sapiens];NONO [Homo sapiens];PRF1 [Homo sapiens];PFN1 [Homo sapiens];PHF23 [Homo sapiens];PTBP1 [Homo sapiens];SEC61A1 [Homo sapiens];STX5 [Homo sapiens];TCF3 [Homo sapiens];TCF7L1 [Homo sapiens];TMED2 [Homo sapiens];TRAPPC1 [Homo sapiens];TXLNA [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Cell cycle [Homo sapiens];Apoptosis [Homo sapiens];Huntington's disease [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];MAPK signaling pathway [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Wnt signaling pathway [Homo sapiens];Glioma [Homo sapiens];p53 signaling pathway [Homo sapiens];Melanoma [Homo sapiens];Bladder cancer [Homo sapiens];Prostate cancer [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Thyroid cancer [Homo sapiens];Basal cell carcinoma [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Citrate cycle (TCA cycle) [Homo sapiens];Reductive carboxylate cycle (CO2 fixation) [Homo sapiens];Cysteine metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Axon guidance [Homo sapiens];;Glycan structures - biosynthesis 1 [Homo sapiens];N-Glycan biosynthesis [Homo sapiens];;Glycolysis / Gluconeogenesis [Homo sapiens];;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;Type I diabetes mellitus [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Autoimmune thyroid disease [Homo sapiens];Allograft rejection [Homo sapiens];Graft-versus-host disease [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];SNARE interactions in vesicular transport [Homo sapiens];;Adherens junction [Homo sapiens];Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];;;
translocated promoter region (to activated MET oncogene) [Homo sapiens]	Protein	TPR [Homo sapiens]	172	0	0.9992026351951203	TPR [Homo sapiens];BPTF [Homo sapiens];C14orf106 [Homo sapiens];C2orf14 [Homo sapiens];UTP23 [Homo sapiens];CCDC75 [Homo sapiens];CDC40 [Homo sapiens];CEP57 [Homo sapiens];CUL4B [Homo sapiens];DHX9 [Homo sapiens];FAM29A [Homo sapiens];FCF1 [Homo sapiens];G3BP1 [Homo sapiens];GAPVD1 [Homo sapiens];GART [Homo sapiens];HNRNPUL2 [Homo sapiens];MAP4K5 [Homo sapiens];MRPL19 [Homo sapiens];NCBP1 [Homo sapiens];NUDT21 [Homo sapiens];PAK2 [Homo sapiens];PKN2 [Homo sapiens];PTGES2 [Homo sapiens];QSER1 [Homo sapiens];RALGPS2 [Homo sapiens];RAP2C [Homo sapiens];RNGTT [Homo sapiens];SGOL2 [Homo sapiens];SMC3 [Homo sapiens];TAF1B [Homo sapiens];TASP1 [Homo sapiens];THEX1 [Homo sapiens];TMPO [Homo sapiens];TRIM14 [Homo sapiens];TRUB1 [Homo sapiens];TTC3 [Homo sapiens];UBA6 [Homo sapiens];UBE3C [Homo sapiens];VPS13B [Homo sapiens];ZCCHC7 [Homo sapiens];ZFR [Homo sapiens];ZNF326 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Thyroid cancer [Homo sapiens];;;;;;;;Nucleotide excision repair [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;;;;Purine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;;;Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Axon guidance [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];ErbB signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];;Arachidonic acid metabolism [Homo sapiens];;;;;;;;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];;;;
TNFRSF1A-associated via death domain isoform 1 [Homo sapiens]	Protein	TRADD [Homo sapiens]	64	0	0.7998791457927744	TRADD [Homo sapiens];ARPC4 [Homo sapiens];ATF7 [Homo sapiens];ARAP1 [Homo sapiens];HSF2 [Homo sapiens];NAGK [Homo sapiens];PHF11 [Homo sapiens];RNF135 [Homo sapiens];TMCO4 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Adipocytokine signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;Ceramide_pathway;NFkB-iNOS_pathway_;TNF-alpha-apoptosis;TNF-MAPK;TNF-NFkB;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;TNF_apoptosis_pathway_lung;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];;;;Glutamate metabolism [Homo sapiens];Aminosugars metabolism [Homo sapiens];;;
TNF receptor-associated factor 1 [Homo sapiens]	Protein	TRAF1 [Homo sapiens]	61	1	0.7501919667087904	TRAF1 [Homo sapiens]	Gene	Small cell lung cancer [Homo sapiens]
TNF receptor-associated factor 2 [Homo sapiens]	Protein	TRAF2 [Homo sapiens]	192	0	0.870915424738377	TRAF2 [Homo sapiens];DDX31 [Homo sapiens];C9orf98 [Homo sapiens];NA [Homo sapiens];ZDHHC12 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene	Adipocytokine signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Small cell lung cancer [Homo sapiens];NFkB-iNOS_pathway_;TNF-MAPK;TNF-NFkB;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;;;;
